,Player,Nation,Pos,Squad,Comp,Age,Playing Time_MP,Playing Time_Min,Performance_GA,Performance_GA90,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Born,Performance_CrdY,Performance_CrdR,Goals_FK,Goals_CK,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Att,Launched_Cmp%,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Passes_Att,Passes_Launch%,Passes_AvgLen,Sweeper_#OPA/90,Sweeper_AvgDist,Crosses_Opp,Crosses_Stp%,Comp_Score,psxg_score,saving_ability_score_18_19,Distribution_Score_18_19,Ball_Quality_Score_18_19,Positioning_Score_18_19,Sweeper_Score_18_19,short_version,short_name,long_name,player_positions,overall,club_name,age,dob,height_cm,weight_kg,league_name,club_position,nationality_name,pace,shooting,passing,skill_long_passing,skill_ball_control,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,birth_year
43,Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,28,17,1530.0,34,2.0,59.0,4,23.5,4,2,1,1,1990,0,0,1,1,25.1,0.29,-8.9,-0.52,344,43.9,131,90.8,60.4,360,62.5,44.4,0.41,11.8,208,5.3,45,0.2495798319327731,60.49728752260398,89.81113320079524,43.11671087533156,51.26835923890841,47.095230097413506,K. Johnsson,K. Johnsson,Karl-Johan Anton Johnsson,GK,75,En Avant de Guingamp,28,1990-01-28,187,84,fr Ligue 1,GK,Sweden,,,,38,22,21,72,45,69,13,35,16,49,17,56,76,70,77,76,79,49.0,1990
44,Gregor Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,16,1390.0,42,2.72,55.9,3,18.8,2,1,1,0,1997,0,0,1,5,34.6,0.36,-6.4,-0.42,221,33.5,119,55.5,45.7,407,38.1,33.4,1.04,14.6,216,4.6,50,0.20756302521008405,55.397830018083184,55.70775347912526,45.610079575596814,39.23622913391256,64.21901242861941,G. Kobel,G. Kobel,Gregor Kobel,GK,66,TSG Hoffenheim,20,1997-12-06,194,90,de Bundesliga,SUB,Switzerland,,,,24,12,21,34,21,68,8,24,7,45,12,35,70,64,55,63,68,26.0,1997
45,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,33,2925.0,48,1.48,67.4,9,28.1,4,3,1,0,1992,1,0,0,8,39.1,0.27,-7.9,-0.24,445,39.8,254,69.7,50.6,650,41.2,36.1,1.51,17.1,488,3.3,45,0.23277310924369748,65.48824593128391,69.97415506958252,58.50132625994695,65.27965287885246,78.17979509573397,T. Koubek,T. Koubek,Tomáš Koubek,GK,78,Stade Rennais FC,25,1992-08-26,197,95,fr Ligue 1,GK,Czech Republic,,,,20,20,22,53,28,66,17,31,12,39,20,61,78,76,71,77,79,25.0,1992
46,Alban Lafont,fr FRA,GK,Fiorentina,it Serie A,19,34,3015.0,40,1.19,72.7,8,23.5,6,5,1,0,1999,2,0,1,5,32.7,0.21,-4.3,-0.13,436,36.2,262,53.1,42.8,750,39.6,36.2,0.87,14.2,522,2.9,60,0.1722689075630252,60.49728752260398,54.01391650099404,63.80636604774536,70.44498108589426,60.62395028552234,A. Lafont,A. Lafont,Alban Lafont,GK,77,Fiorentina,19,1999-01-23,193,82,it Serie A,GK,France,,,,38,10,23,73,40,70,9,20,4,45,16,59,78,77,71,76,79,46.0,1999
47,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,37,3330.0,42,1.14,72.7,11,29.7,5,3,1,1,1991,1,0,1,8,41.4,0.27,1.4,0.04,687,45.1,277,63.2,47.8,1003,51.0,39.9,1.05,13.7,495,4.8,45,0.3685314685314685,67.2242314647378,68.76938369781313,77.22811671087533,59.71789774887658,61.76645952300974,B. Lecomte,B. Lecomte,Benjamin Lecomte,GK,81,Montpellier Hérault SC,27,1991-04-26,186,78,fr Ligue 1,GK,France,,,,21,23,18,62,34,55,10,23,10,41,20,63,81,76,79,81,82,42.0,1991
48,Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,32,2835.0,42,1.33,75.9,7,22.6,7,7,0,0,1992,0,0,1,3,44.3,0.27,3.3,0.1,385,33.0,227,56.4,45.3,876,29.3,31.5,1.27,15.3,385,2.6,100,0.46153846153846145,59.52079566003617,55.29025844930418,70.49071618037135,61.8663067180003,69.54106483036614,B. Leno,B. Leno,Bernd Leno,GK,84,Arsenal,26,1992-03-04,190,83,eng Premier League,SUB,Germany,,,,33,22,23,73,43,68,14,28,7,53,23,65,84,82,73,85,82,49.0,1992
49,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,31,33,2970.0,33,1.0,76.9,12,36.4,5,3,2,0,1986,0,0,1,5,39.2,0.27,9.2,0.28,408,40.2,252,50.0,42.2,956,29.5,32.2,1.09,14.9,454,2.9,100,0.7503496503496503,74.49367088607596,55.194831013916506,74.73474801061008,63.229501760541595,65.8024017467249,H. Lloris,H. Lloris,Hugo Lloris,GK,88,Tottenham Hotspur,31,1986-12-26,188,82,eng Premier League,GK,France,,,,50,34,23,74,41,43,14,31,10,30,40,65,88,84,68,83,92,63.0,1986
50,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,27,34,3060.0,42,1.24,72.4,9,26.5,5,5,0,0,1990,0,0,1,3,35.9,0.24,-3.1,-0.09,306,41.5,250,33.6,37.7,820,27.1,30.4,0.88,15.2,395,3.3,45,0.15210084033613447,63.75226039783003,45.962226640159045,67.51989389920425,63.44660280024263,63.65216661068189,A. Lopes,A. Lopes,Anthony Lopes,GK,84,Olympique Lyonnais,27,1990-10-01,184,81,fr Ligue 1,GK,Portugal,,,,31,21,20,82,36,73,18,43,9,48,16,65,86,80,74,81,87,64.0,1990
51,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,29,31,2777.0,54,1.75,64.5,5,16.7,5,4,1,0,1989,1,0,1,6,42.1,0.27,-11.9,-0.39,631,43.6,223,76.7,55.6,880,52.3,40.7,0.94,13.3,345,7.0,100,0.30000000000000004,53.11934900542496,79.97017892644136,70.70291777188329,51.61406558658485,59.0330030231777,J. Lössl,J. Lössl,Jonas Bybjerg Lössl,GK,75,Huddersfield Town,29,1989-02-01,195,88,eng Premier League,GK,Denmark,,,,39,19,22,51,25,67,15,17,10,53,12,56,74,77,67,71,77,32.0,1989
52,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,31,15,1310.0,22,1.51,71.8,2,14.3,0,0,0,0,1987,0,0,1,2,20.7,0.27,-0.3,-0.02,209,36.4,128,45.3,38.1,353,42.8,36.9,0.62,13.7,200,1.5,50,0.10504201680672269,50.51537070524413,46.88071570576541,42.745358090185675,44.51053230076521,55.591619079610346,A. Luthe,A. Luthe,Andreas Luthe,GK,72,FC Augsburg,31,1987-03-10,195,85,de Bundesliga,GK,Germany,,,,19,14,23,61,36,74,16,22,12,49,21,23,75,67,61,72,75,45.0,1987
53,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,38,3420.0,33,0.87,78.4,15,39.5,10,6,2,2,1995,1,0,1,4,39.0,0.25,6.0,0.16,557,31.8,273,74.7,53.5,840,42.0,36.2,1.16,16.5,497,5.8,45,0.5937062937062936,77.85714285714286,68.80516898608352,68.58090185676393,73.0336404038546,71.42299294591871,M. Maignan,M. Maignan,Mike Maignan,GK,75,LOSC Lille,22,1995-07-03,191,89,fr Ligue 1,GK,France,,,,27,24,19,72,28,76,20,17,14,50,15,55,75,72,72,76,76,43.0,1995
54,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,33,31,2736.0,40,1.32,69.9,9,29.0,7,6,1,0,1985,1,1,0,2,35.2,0.26,-4.8,-0.16,417,37.9,192,53.6,43.6,789,39.8,35.7,0.89,14.6,329,5.2,45,0.18067226890756302,66.46473779385173,56.172962226640166,65.87533156498674,68.36013200082765,62.06499832045684,S. Mandanda,S. Mandanda,Steve Mandanda,GK,83,Olympique de Marseille,33,1985-03-28,185,82,fr Ligue 1,GK,France,,,,28,17,24,74,31,61,11,37,11,55,11,64,86,81,70,79,84,48.0,1985
55,Christian Mathenia,de GER,GK,Nürnberg,de Bundesliga,26,22,1933.0,40,1.86,67.8,2,9.1,2,2,0,0,1992,2,0,1,6,31.5,0.25,-6.5,-0.3,473,35.9,218,71.6,53.5,665,47.7,39.0,0.47,9.6,462,1.9,50,0.2092436974789916,44.87341772151899,70.63021868787277,59.29708222811671,60.24621938947847,41.61068189452469,C. Mathenia,C. Mathenia,Christian Mathenia,GK,73,1. FC Nürnberg,26,1992-03-31,189,90,de Bundesliga,SUB,Germany,,,,25,23,20,55,45,69,15,30,15,35,23,54,74,68,66,74,77,45.0,1992
56,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,28,25,2250.0,44,1.76,64.7,4,16.0,2,2,0,0,1989,1,0,0,4,37.3,0.3,-3.7,-0.15,447,31.1,189,84.1,57.6,478,60.3,42.8,0.68,11.6,375,4.0,100,0.16218487394957984,52.35985533453888,75.58051689860835,49.37665782493369,66.1702340255831,50.39553241518307,A. McCarthy,A. McCarthy,Alex McCarthy,GK,77,Southampton,28,1989-12-03,193,79,eng Premier League,GK,England,,,,35,17,20,68,35,63,14,35,16,50,41,61,78,76,64,77,81,57.0,1989
57,Edouard Mendy,sn SEN,GK,Reims,fr Ligue 1,26,38,3420.0,42,1.11,76.7,14,36.8,7,7,0,0,1992,3,0,1,3,44.9,0.26,4.9,0.13,654,39.3,291,77.3,53.8,861,49.8,40.7,0.71,13.2,667,4.2,45,0.5398601398601398,74.92766726943943,75.38966202783301,69.6949602122016,92.97605804923859,55.4417198522002,E. Mendy,E. Mendy,Edouard Mendy,GK,72,Stade de Reims,26,1992-03-01,197,86,fr Ligue 1,GK,France,,,,22,11,18,36,17,67,9,22,6,35,13,56,71,68,61,71,73,28.0,1992
58,Alex Meret,it ITA,GK,Napoli,it Serie A,21,14,1150.0,9,0.7,85.4,5,38.5,2,2,0,0,1997,0,1,0,1,10.0,0.17,1.0,0.07,100,29.0,99,47.5,40.3,252,21.0,28.8,0.63,12.9,190,1.1,60,0.34895104895104895,76.77215189873418,44.47117296222663,37.38726790450929,53.66029063526284,53.42752771246221,A. Meret,A. Meret,Alex Meret,GK,75,Napoli,21,1997-03-22,190,83,it Serie A,SUB,Italy,,,,22,22,21,68,29,65,17,22,20,21,21,67,77,71,66,75,78,45.0,1997
59,Antonio Mirante,it ITA,GK,Roma,it Serie A,35,11,990.0,6,0.55,84.2,6,54.5,1,0,1,0,1983,0,0,0,2,10.5,0.26,4.5,0.41,160,45.0,91,76.9,51.3,227,39.6,35.4,0.55,13.3,166,1.2,60,0.5202797202797202,94.13200723327307,76.94035785288273,36.06100795755968,48.097368295396045,53.432566341954995,A. Mirante,A. Mirante,Antonio Mirante,GK,80,Roma,34,1983-07-08,193,79,it Serie A,SUB,Italy,,,,35,25,23,62,33,55,15,32,10,43,21,65,82,80,64,78,82,43.0,1983
60,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,20,24,2160.0,43,1.79,67.7,5,20.8,4,3,0,1,1997,0,0,0,6,39.0,0.3,-4.0,-0.17,424,37.0,205,77.1,55.1,629,42.3,37.7,1.04,15.0,356,3.4,50,0.16722689075630254,57.56781193490055,74.91252485089464,57.38726790450929,57.52821199361216,65.37285858246557,F. Müller,F. Müller,Florian Müller,GK,67,1. FSV Mainz 05,20,1997-11-13,192,85,de Bundesliga,GK,Germany,,,,22,18,23,56,28,63,12,25,10,34,19,33,67,65,65,66,69,42.0,1997
61,Juan Musso,ar ARG,GK,Udinese,it Serie A,24,29,2610.0,40,1.38,77.8,7,24.1,8,8,0,0,1994,4,0,0,6,42.4,0.25,3.4,0.12,540,43.9,313,81.5,51.2,559,51.0,38.6,0.34,9.8,593,2.9,60,0.46643356643356637,61.14828209764919,77.7037773359841,53.673740053050395,82.30542522694275,40.320792744373534,J. Musso,J. Musso,Juan Agustín Musso,GK,74,Udinese Calcio,24,1994-05-06,191,93,it Serie A,GK,Argentina,,,,24,20,18,51,35,70,14,27,19,48,25,67,74,72,70,75,77,44.0,1994
62,Neto,br BRA,GK,Valencia,es La Liga,29,34,3060.0,34,1.0,80.6,10,29.4,8,7,1,0,1989,2,0,2,5,39.8,0.24,7.8,0.23,499,32.5,275,82.2,57.4,574,47.6,39.4,0.47,12.5,562,1.8,80,0.6818181818181818,66.89873417721519,75.7117296222664,54.46949602122016,66.45641266882542,49.9760665099093,Neto,Neto,Norberto Murara Neto,GK,84,Valencia CF,28,1989-07-19,190,84,es La Liga,GK,Brazil,,,,41,24,28,80,39,63,20,40,11,42,22,64,86,84,79,78,82,51.0,1989
63,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,32,26,2303.0,23,0.9,64.3,10,38.5,3,3,0,0,1986,1,0,0,2,19.8,0.31,-2.2,-0.08,210,43.8,128,16.4,31.3,794,23.8,28.8,1.72,20.6,188,5.3,50,0.1369747899159664,76.77215189873418,35.34592445328031,66.14058355437666,53.47279428279372,91.29156869331541,M. Neuer,M. Neuer,Manuel Peter Neuer,GK,90,FC Bayern München,32,1986-03-27,193,92,de Bundesliga,GK,Germany,,,,59,48,25,77,43,80,16,29,12,70,47,70,91,88,91,88,88,57.0,1986
64,Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,21,18,1588.0,29,1.64,68.7,4,22.2,4,3,1,0,1996,1,1,0,0,29.9,0.32,0.9,0.05,274,41.2,134,78.4,53.3,385,43.9,36.7,0.62,13.6,229,4.8,50,0.34405594405594403,59.08679927667269,76.66600397614314,44.44297082228117,63.63335638278118,55.303157541148806,A. Nübel,A. Nübel,Alexander Nübel,GK,65,FC Schalke 04,21,1996-09-30,193,86,de Bundesliga,SUB,Germany,,,,18,20,18,61,39,70,18,23,10,22,16,32,65,60,63,62,69,47.0,1996
65,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,25,37,3330.0,27,0.73,82.9,20,54.1,5,5,0,0,1993,1,0,0,3,39.3,0.27,14.3,0.39,580,37.1,291,88.3,57.4,570,56.7,41.0,0.43,12.0,537,4.1,80,1.0,93.6980108499096,81.1868787276342,54.257294429708224,86.52467676244274,47.95935505542492,J. Oblak,J. Oblak,Jan Oblak,GK,90,Atlético de Madrid,25,1993-01-07,188,87,es La Liga,GK,Slovenia,,,,26,16,22,76,41,78,12,34,11,70,11,70,86,92,78,88,89,52.0,1993
66,Robin Olsen,se SWE,GK,Roma,it Serie A,28,27,2430.0,42,1.56,69.8,4,14.8,6,4,0,2,1990,2,0,0,5,37.0,0.26,-4.0,-0.15,324,43.8,214,51.4,45.1,652,32.8,33.4,0.93,14.5,413,2.4,60,0.16722689075630254,51.05786618444847,61.039761431411534,58.607427055702914,65.92522605849133,62.35094054417199,R. Olsen,R. Olsen,Robin Patrick Olsen,GK,75,Roma,28,1990-01-08,198,88,it Serie A,GK,Sweden,,,,37,18,20,40,37,75,14,27,13,55,26,45,74,74,71,75,75,36.0,1990
67,David Ospina,co COL,GK,Napoli,it Serie A,29,17,1457.0,20,1.24,69.4,5,31.3,1,1,0,0,1988,0,0,1,3,16.4,0.25,-3.6,-0.22,134,32.1,115,44.3,38.9,347,23.9,29.5,0.62,13.0,186,6.5,60,0.16050420168067228,68.96021699819168,44.208747514910534,42.42705570291777,43.643083131871705,53.57238831037958,D. Ospina,D. Ospina,David Ospina Ramírez,GK,78,Napoli,29,1988-08-31,183,80,it Serie A,SUB,Colombia,,,,32,32,35,75,29,38,12,20,16,48,26,60,83,70,78,75,84,34.0,1988
68,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,26,34,2978.0,47,1.42,71.2,5,14.7,4,3,0,1,1992,2,0,2,5,47.1,0.3,0.1,0.0,495,42.6,304,52.0,43.1,925,36.4,34.8,0.76,13.4,494,2.6,50,0.3048951048951049,50.949367088607595,58.487077534791254,73.09018567639258,59.834300407992906,56.736647631844136,J. Pavlenka,J. Pavlenka,Jiří Pavlenka,GK,82,SV Werder Bremen,26,1992-04-14,196,81,de Bundesliga,GK,Czech Republic,,,,17,19,21,36,20,68,17,22,14,25,18,39,85,78,68,78,85,36.0,1992
69,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,24,38,3420.0,46,1.21,67.6,14,36.8,5,2,3,0,1994,1,0,2,9,45.3,0.3,1.3,0.03,724,34.9,291,67.0,53.7,979,54.0,42.3,1.05,17.3,431,3.2,100,0.36363636363636365,74.92766726943943,68.45924453280318,75.95490716180372,41.23258248725353,72.15107490762513,J. Pickford,J. Pickford,Jordan Pickford,GK,83,Everton,24,1994-03-07,185,77,eng Premier League,GK,England,,,,54,38,31,72,45,69,13,25,18,68,41,69,83,77,88,80,86,48.0,1994
70,Ivan Provedel,it ITA,GK,Empoli,it Serie A,24,16,1440.0,36,2.25,68.3,0,0.0,4,3,0,1,1994,0,0,0,4,29.3,0.26,-5.7,-0.36,185,39.5,123,46.3,40.0,361,35.5,34.5,0.5,12.2,279,4.3,60,0.19579831932773112,35.0,51.27037773359841,43.169761273209545,56.20618762722147,49.5414847161572,I. Provedel,I. Provedel,Ivan Provedel,GK,70,Empoli,24,1994-03-17,192,84,it Serie A,GK,Italy,,,,23,18,17,56,28,56,20,27,16,48,22,58,70,68,62,70,72,42.0,1994
71,Ionuț Radu,ro ROU,GK,Genoa,it Serie A,21,33,2970.0,46,1.39,72.5,6,18.2,6,5,1,0,1997,0,0,0,7,45.2,0.27,0.2,0.01,698,34.7,294,91.8,61.7,661,64.8,46.7,0.42,11.6,522,2.7,60,0.30979020979020977,54.74683544303798,84.82504970178928,59.08488063660477,71.53282070418126,46.6619079610346,I. Radu,I. Radu,Ionuţ Andrei Radu,GK,67,Genoa,21,1997-05-28,188,78,it Serie A,SUB,Romania,,,,22,13,19,55,28,55,17,18,6,30,12,51,71,63,66,64,72,34.0,1997
72,Michael Rensing,de GER,GK,Düsseldorf,de Bundesliga,34,32,2880.0,62,1.94,67.6,5,15.6,7,7,0,0,1984,1,0,1,7,54.3,0.3,-7.7,-0.24,563,39.6,318,83.6,54.9,688,43.2,36.7,0.09,9.2,537,5.0,50,0.22941176470588237,51.925858951175414,78.90854870775348,60.51724137931035,67.41331255935529,35.0,M. Rensing,M. Rensing,Michael Rensing,GK,73,Fortuna Düsseldorf,34,1984-05-14,190,93,de Bundesliga,SUB,Germany,,,,33,19,22,71,31,72,13,36,10,38,18,59,74,73,67,70,75,41.0,1984
73,Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,27,31,2704.0,45,1.5,71.3,6,19.4,5,4,1,0,1990,0,1,1,4,43.5,0.27,-0.5,-0.02,555,38.0,312,64.4,47.7,789,44.9,37.8,1.07,15.4,498,3.0,45,0.10840336134453782,56.048824593128394,64.02186878727635,65.87533156498674,71.06296566811272,66.95750755794424,B. Reynet,B. Reynet,Baptiste Reynet,GK,78,Toulouse Football Club,27,1990-10-28,185,85,fr Ligue 1,GK,France,,,,32,21,18,62,34,68,15,36,12,16,19,62,77,76,74,77,81,43.0,1990
74,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,37,3330.0,40,1.08,77.7,13,35.1,9,7,1,1,1986,1,0,0,7,47.3,0.27,7.3,0.2,570,30.0,320,60.3,44.1,872,43.2,36.4,0.49,12.8,475,2.3,45,0.6573426573426573,73.08318264014468,53.39363817097416,70.27851458885942,66.24896763822152,51.128653006382265,S. Ruffier,S. Ruffier,Stéphane Ruffier,GK,84,AS Saint-Étienne,31,1986-09-27,188,93,fr Ligue 1,GK,France,,,,34,15,21,72,37,76,11,31,12,49,25,66,82,84,77,85,82,48.0,1986
75,Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,26,27,2430.0,35,1.3,69.7,7,25.9,3,2,1,0,1992,3,0,1,10,29.7,0.25,-3.3,-0.12,430,36.0,218,68.3,49.3,872,32.2,32.7,1.15,14.4,430,5.3,80,0.15546218487394958,63.10126582278482,65.51292246520875,70.27851458885942,47.010695886999926,65.22169969768223,G. Rulli,G. Rulli,Gerónimo Rulli,GK,81,Real Sociedad,26,1992-05-20,189,84,es La Liga,GK,Argentina,,,,23,15,24,68,42,73,17,26,12,58,24,61,83,78,74,79,84,51.0,1992
76,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,26,34,3060.0,55,1.62,69.1,6,17.6,8,8,0,0,1992,2,0,1,5,51.2,0.29,-3.8,-0.11,735,41.1,324,93.2,58.8,702,61.7,42.7,0.32,11.6,506,3.4,100,0.1638655462184874,54.09584086799278,87.13916500994037,61.259946949602124,69.11807565995991,45.22589855559288,M. Ryan,M. Ryan,Mathew David Ryan,GK,78,Brighton & Hove Albion,26,1992-04-08,184,82,eng Premier League,GK,Australia,,,,45,24,35,78,34,68,18,36,10,68,25,64,78,74,84,77,80,52.0,1992
77,Brice Samba,cg CGO,GK,Caen,fr Ligue 1,24,38,3420.0,54,1.42,75.1,9,23.7,8,6,2,0,1994,1,0,4,5,65.9,0.31,13.9,0.37,772,46.1,316,80.4,54.6,913,56.7,41.3,0.42,11.7,606,6.1,45,0.9804195804195803,60.71428571428572,82.12922465208749,72.45358090185675,59.480423591080374,46.950369499496134,B. Samba,B. Samba,Brice Samba,GK,65,Stade Malherbe Caen,24,1994-04-25,186,79,fr Ligue 1,GK,Congo,,,,21,22,21,57,28,65,10,26,11,14,15,53,66,62,57,61,67,51.0,1994
78,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,38,3420.0,48,1.26,68.8,10,26.3,5,5,0,0,1986,3,0,0,4,40.0,0.26,-8.0,-0.21,639,44.1,310,72.6,52.3,935,44.3,37.7,0.66,12.5,534,2.2,100,0.23445378151260504,63.53526220614829,75.7117296222664,73.62068965517241,81.70664655292855,52.70448438024857,K. Schmeichel,K. Schmeichel,Kasper Peter Schmeichel,GK,84,Leicester City,31,1986-11-05,189,89,eng Premier League,GK,Denmark,,,,46,40,36,60,34,64,14,35,13,59,26,67,83,77,82,80,88,60.0,1986
79,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,26,33,2970.0,60,1.82,68.8,5,15.2,7,7,0,0,1992,1,0,0,11,57.2,0.31,-2.8,-0.09,636,40.6,330,79.4,59.4,940,39.8,36.7,0.88,14.8,545,2.4,50,0.14705882352941177,51.491862567811935,82.41550695825052,73.88594164456234,61.38902398262624,62.49832045683574,A. Schwolow,A. Schwolow,Alexander Schwolow,GK,77,Sport-Club Freiburg,26,1992-06-02,189,84,de Bundesliga,GK,Germany,,,,23,22,21,72,31,67,15,26,10,34,22,28,76,77,71,72,79,37.0,1992
80,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,37,3330.0,48,1.3,72.3,8,21.6,9,7,2,0,1992,2,0,3,4,45.0,0.25,-2.0,-0.05,649,39.4,327,78.0,55.1,815,48.3,39.3,0.81,12.3,566,4.6,45,0.13361344537815126,58.4358047016275,76.95228628230618,67.25464190981432,64.63100250950127,54.28157541148808,M. Sels,M. Sels,Matz Sels,GK,75,RC Strasbourg Alsace,26,1992-02-26,190,88,fr Ligue 1,GK,Belgium,,,,30,33,38,64,30,67,18,24,18,45,22,60,79,69,70,75,78,36.0,1992
81,Luigi Sepe,it ITA,GK,Parma,it Serie A,27,37,3330.0,59,1.59,74.1,10,27.0,8,8,0,0,1991,1,0,1,8,55.7,0.25,0.7,0.02,736,43.3,466,78.1,51.5,752,49.5,39.8,0.35,9.4,831,4.3,60,0.33426573426573425,64.29475587703436,76.34393638170975,63.91246684350133,95.0,39.31054753107155,L. Sepe,L. Sepe,Luigi Sepe,GK,74,Parma,27,1991-05-08,185,75,it Serie A,GK,Italy,,,,31,22,21,57,27,68,19,12,10,43,17,63,73,75,61,71,79,47.0,1991
82,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,31,36,3170.0,35,0.99,75.7,14,38.9,4,2,2,0,1987,1,0,0,4,40.7,0.28,5.7,0.16,635,45.2,300,82.0,51.0,823,47.3,38.0,1.02,13.9,539,4.8,60,0.579020979020979,77.20614828209766,78.62226640159045,67.6790450928382,84.16563946301272,61.9125797783003,S. Sirigu,S. Sirigu,Salvatore Sirigu,GK,82,Torino F.C.,31,1987-01-12,192,80,it Serie A,GK,Italy,,,,28,18,20,68,34,66,14,34,10,55,19,62,84,76,76,83,81,51.0,1987
83,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,27,38,3420.0,56,1.47,69.9,10,26.3,4,4,0,0,1991,1,0,1,4,50.6,0.27,-4.4,-0.11,543,46.2,353,63.5,46.7,776,41.1,36.4,0.37,11.3,599,5.3,60,0.17394957983193277,63.53526220614829,68.61431411530816,65.18567639257294,83.48600497655855,45.078518642929126,Ł. Skorupski,Ł. Skorupski,Łukasz Skorupski,GK,76,Bologna,27,1991-05-05,187,84,it Serie A,GK,Poland,,,,26,23,23,58,31,58,15,33,13,32,22,58,80,75,54,75,81,51.0,1991
84,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,29,34,3060.0,42,1.24,75.0,13,38.2,3,3,0,0,1988,1,0,0,3,48.2,0.3,6.2,0.18,465,37.4,264,42.8,40.0,1338,26.3,30.5,0.97,13.8,458,5.7,50,0.6034965034965034,76.44665461121159,48.514910536779325,95.0,79.32872167526452,60.9061135371179,Y. Sommer,Y. Sommer,Yann Sommer,GK,82,Borussia Mönchengladbach,29,1988-12-17,183,79,de Bundesliga,GK,Switzerland,,,,31,25,23,73,45,68,12,38,15,58,24,57,77,84,80,80,81,51.0,1988
85,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,39,31,2790.0,60,1.94,65.3,5,16.1,4,2,2,0,1979,2,0,2,6,49.6,0.28,-8.4,-0.27,462,43.5,296,62.8,41.6,603,45.8,37.0,0.26,9.6,506,1.6,60,0.24117647058823533,52.46835443037975,61.56461232604374,56.0079575596817,57.27545799724466,38.59506214309708,S. Sorrentino,S. Sorrentino,Stefano Sorrentino,GK,80,Chievo Verona,39,1979-03-28,186,85,it Serie A,GK,Italy,,,,34,20,21,74,28,74,13,22,10,34,20,66,81,82,66,82,79,37.0,1979
86,Marco Sportiello,it ITA,GK,Frosinone,it Serie A,26,35,3150.0,64,1.83,70.6,8,22.9,5,5,0,0,1992,5,0,2,8,54.7,0.25,-8.3,-0.24,532,33.5,341,61.9,47.5,882,36.4,34.8,0.6,13.8,584,3.4,60,0.23949579831932777,59.84629294755878,59.71570576540756,70.80901856763926,60.70620619646971,55.59287873698354,M. Sportiello,M. Sportiello,Marco Sportiello,GK,78,Frosinone,26,1992-05-10,192,87,it Serie A,GK,Italy,,,,19,22,19,68,37,66,17,23,18,44,21,59,80,76,68,77,81,43.0,1992
87,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,23,35,3150.0,39,1.11,74.2,10,28.6,6,5,1,0,1995,4,0,2,4,43.7,0.29,7.7,0.22,452,38.3,243,46.9,41.4,848,39.9,34.8,0.77,15.9,476,2.3,60,0.6769230769230768,66.03074141048826,51.96222664015903,69.0053050397878,60.79226139842356,64.09178703392678,T. Strakosha,T. Strakosha,Thomas Strakosha,GK,80,Lazio,23,1995-03-19,193,78,it Serie A,GK,Albania,,,,22,15,18,49,23,56,14,20,18,49,21,61,81,77,75,77,86,44.0,1995
