,Player,Nation,Pos,Squad,Comp,Age,Playing Time_MP,Playing Time_Min,Performance_GA,Performance_GA90,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Born,Performance_CrdY,Performance_CrdR,Goals_FK,Goals_CK,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Att,Launched_Cmp%,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Passes_Att,Passes_Launch%,Passes_AvgLen,Sweeper_#OPA/90,Sweeper_AvgDist,Crosses_Opp,Crosses_Stp%,Comp_Score,psxg_score,saving_ability_score_20_21,Distribution_Score_20_21,Ball_Quality_Score_20_21,Positioning_Score_20_21,Sweeper_Score_20_21,short_version,short_name,long_name,player_positions,overall,club_name,age,dob,height_cm,weight_kg,league_name,club_position,nationality_name,pace,shooting,passing,skill_long_passing,skill_ball_control,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,birth_year
41,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,33,38,3420,45.0,1.18,77.4,12.0,31.6,10.0,10.0,0.0,0.0,1986,0,0,0.0,3.0,45.6,0.24,3.6,0.1,408,39.0,264,35.6,28.1,814,38.6,32.4,0.63,13.1,590,3.9,100,0.527027027027027,66.38832997987929,47.965720683098475,58.869209809264305,89.02424351064803,45.68705673758865,H. Lloris,H. Lloris,Hugo Lloris,GK,87,Tottenham Hotspur,33,1986-12-26,188,82,eng Premier League,GK,France,,,,50,34,51,74,41,43,14,31,10,30,40,65,89,82,68,84,90,63.0,1986
42,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,29,38,3420,43.0,1.13,71.6,11.0,28.9,7.0,5.0,1.0,1.0,1990,2,0,2.0,4.0,36.3,0.23,-4.7,-0.12,338,44.4,249,38.6,35.6,934,25.9,30.3,1.58,18.3,499,2.0,45,0.15562130177514794,63.1287726358149,57.83859044301886,63.77384196185286,59.39008742655677,66.78043735224585,A. Lopes,A. Lopes,Anthony Lopes,GK,83,Olympique Lyonnais,29,1990-10-01,184,81,fr Ligue 1,GK,Portugal,,,,31,21,56,82,36,73,18,43,9,48,16,65,85,80,74,80,86,64.0,1990
43,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,33,31,2768,42.0,1.37,71.2,5.0,16.1,5.0,4.0,1.0,0.0,1987,1,0,0.0,5.0,39.8,0.27,-1.2,-0.04,475,37.9,215,60.9,42.8,927,37.1,34.2,0.65,13.1,376,4.8,50,0.11420118343195267,47.676056338028175,66.01721962575303,63.48773841961852,63.31155950029011,45.89982269503546,A. Luthe,A. Luthe,Andreas Luthe,GK,74,1. FC Union Berlin,33,1987-03-10,195,85,de Bundesliga,GK,Germany,,,,19,14,46,61,36,74,16,22,12,49,21,23,74,69,61,75,77,39.0,1987
44,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,25,38,3420,23.0,0.61,79.4,21.0,55.3,2.0,1.0,1.0,0.0,1995,1,0,0.0,7.0,28.8,0.25,7.8,0.21,393,31.3,240,59.6,48.7,826,30.3,31.6,1.16,17.2,490,5.5,45,0.7918918918918919,95.0,65.43896717786507,59.35967302452316,70.43771635801656,59.98817966903073,M. Maignan,M. Maignan,Mike Maignan,GK,82,LOSC Lille,24,1995-07-03,191,91,fr Ligue 1,GK,France,,,,27,24,62,72,39,78,20,17,14,50,15,55,80,80,82,82,83,46.0,1995
45,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,35,37,3330,45.0,1.22,66.9,8.0,21.6,3.0,3.0,0.0,0.0,1985,1,0,1.0,7.0,39.0,0.29,-5.0,-0.14,491,29.1,291,54.6,42.7,1029,32.3,31.9,0.95,15.2,564,3.9,45,0.1591715976331361,54.31589537223341,58.08041156504897,67.6566757493188,68.45839116448984,53.528368794326234,S. Mandanda,S. Mandanda,Steve Mandanda,GK,83,Olympique de Marseille,35,1985-03-28,185,82,fr Ligue 1,GK,France,,,,36,27,59,74,31,61,7,37,11,55,11,64,81,81,78,81,84,48.0,1985
46,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,27,38,3420,46.0,1.21,78.0,15.0,39.5,6.0,5.0,1.0,0.0,1992,1,0,2.0,4.0,49.2,0.24,4.2,0.11,639,38.7,253,64.0,47.0,1058,45.1,37.1,0.89,14.2,613,6.9,100,0.5648648648648649,75.92555331991953,70.5494819895865,68.84196185286103,73.36397465264403,50.777186761229316,E. Martínez,E. Martínez,Damián Emiliano Martínez,GK,78,Aston Villa,27,1992-09-02,195,90,eng Premier League,SUB,Argentina,,,,48,35,59,60,40,70,16,37,12,64,42,53,78,80,78,77,77,58.0,1992
47,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,30,30,2700,57.0,1.9,65.3,7.0,23.3,6.0,6.0,0.0,0.0,1989,2,0,1.0,2.0,46.5,0.28,-9.5,-0.32,435,25.1,171,59.1,41.1,900,37.1,32.0,1.03,15.6,365,6.3,100,0.2124260355029586,56.36820925553321,55.79121425905853,62.3841961852861,61.41835980517906,55.22458628841608,A. McCarthy,A. McCarthy,Alex McCarthy,GK,77,Southampton,30,1989-12-03,193,79,eng Premier League,GK,England,,,,35,17,48,68,35,63,14,35,16,50,41,61,77,75,64,75,81,57.0,1989
48,Alex Meret,it ITA,GK,Napoli,it Serie A,23,22,1980,29.0,1.32,66.7,6.0,27.3,2.0,2.0,0.0,0.0,1997,0,0,1.0,3.0,26.2,0.31,-1.8,-0.08,77,45.5,93,16.1,23.3,510,12.2,24.9,0.59,13.1,241,3.3,60,0.121301775147929,61.19718309859156,42.414568265420364,46.444141689373296,45.07715808680814,45.26152482269504,A. Meret,A. Meret,Alex Meret,GK,78,Napoli,23,1997-03-22,190,83,it Serie A,SUB,Italy,,,,22,22,53,68,29,65,17,22,20,21,21,67,79,74,70,77,82,45.0,1997
49,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,20,35,3150,52.0,1.49,76.6,11.0,31.4,9.0,8.0,1.0,0.0,2000,0,0,1.0,11.0,46.6,0.21,-3.4,-0.1,305,32.8,267,33.3,29.4,1099,19.7,27.4,0.54,11.9,447,5.4,100,0.14023668639053255,66.14688128772637,44.051872123398425,70.51771117166213,48.11298832106104,42.194148936170215,I. Meslier,I. Meslier,Illan Meslier,GK,69,Leeds United,20,2000-03-02,196,74,eng Premier League,GK,France,,,,33,26,53,42,32,52,17,27,8,59,11,54,70,67,70,67,73,28.0,2000
50,Antonio Mirante,it ITA,GK,Roma,it Serie A,37,13,1153,19.0,1.48,69.6,6.0,46.2,3.0,2.0,1.0,0.0,1983,2,0,1.0,0.0,15.9,0.23,-3.1,-0.24,117,41.0,88,27.3,28.4,339,27.4,30.7,1.8,17.9,169,0.6,60,0.1366863905325444,84.01408450704227,46.76379435963961,39.45504087193461,43.4806362190605,68.27570921985816,A. Mirante,A. Mirante,Antonio Mirante,GK,78,Roma,36,1983-07-08,193,79,it Serie A,SUB,Italy,,,,35,25,49,62,33,55,15,32,10,43,21,70,79,78,65,79,77,43.0,1983
51,Lorenzo Montipò,it ITA,GK,Benevento,it Serie A,24,37,3330,74.0,2.0,59.3,7.0,18.9,5.0,4.0,1.0,0.0,1996,3,0,0.0,8.0,62.3,0.34,-5.7,-0.15,578,35.3,271,58.3,43.4,966,43.5,36.8,0.57,11.6,620,3.1,60,0.16745562130177516,51.056338028169016,63.87665487889397,65.0817438692098,79.9155202262837,41.87943262411348,L. Montipò,L. Montipò,Lorenzo Montipò,GK,72,Benevento,24,1996-02-20,191,82,it Serie A,GK,Italy,,,,16,20,52,54,35,49,14,24,15,20,29,50,72,70,69,69,76,41.0,1996
52,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,34,29,2610,42.0,1.45,62.0,9.0,31.0,4.0,4.0,0.0,0.0,1986,1,0,3.0,6.0,30.0,0.26,-10.0,-0.34,308,32.1,200,57.0,46.2,676,28.7,33.4,0.45,13.1,377,4.2,45,0.21834319526627222,65.66398390342053,63.33280614148882,53.228882833787466,35.0,43.77216312056738,J. Moulin,J. Moulin,Jessy Moulin,GK,70,AS Saint-Étienne,34,1986-01-13,185,88,fr Ligue 1,GK,France,,,,35,23,49,42,32,54,14,20,11,29,23,59,72,70,65,68,71,52.0,1986
53,Florian Müller,de GER,GK,Freiburg,de Bundesliga,22,31,2790,46.0,1.48,72.0,6.0,19.4,3.0,2.0,1.0,0.0,1997,0,0,2.0,3.0,45.3,0.28,1.3,0.04,556,29.7,271,73.1,55.4,1060,33.8,34.0,1.16,17.4,409,1.7,50,0.38198198198198197,51.65995975855131,73.59129600341194,68.92370572207085,52.53849496916492,60.41075650118202,F. Müller,F. Müller,Florian Müller,GK,76,Sport-Club Freiburg,22,1997-11-13,192,85,de Bundesliga,GK,Germany,,,,28,24,53,58,34,67,12,25,11,42,19,38,75,73,71,73,80,43.0,1997
54,Juan Musso,ar ARG,GK,Udinese,it Serie A,26,35,3147,51.0,1.46,74.5,8.0,22.9,13.0,13.0,0.0,0.0,1994,5,0,2.0,2.0,51.0,0.26,0.0,0.0,380,43.4,254,41.3,34.7,760,36.2,32.9,0.51,13.3,484,5.4,60,0.0,55.88531187122737,57.42922893750111,56.66212534059946,64.31915387685717,44.8330378250591,J. Musso,J. Musso,Juan Agustín Musso,GK,80,Udinese Calcio,26,1994-05-06,191,93,it Serie A,GK,Argentina,,,,24,20,56,51,35,70,14,27,19,48,25,67,82,77,74,80,84,44.0,1994
55,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,26,23,2070,43.0,1.87,64.9,3.0,13.0,5.0,4.0,0.0,1.0,1994,1,0,0.0,3.0,33.6,0.27,-9.4,-0.41,320,28.8,197,69.5,51.4,435,42.1,36.7,0.74,15.1,288,3.5,45,0.2112426035502959,43.933601609657956,68.9708208199314,43.37874659400545,58.487518133025375,51.083037825059094,P. Nardi,P. Nardi,Paul Nardi,GK,73,FC Lorient,26,1994-05-18,188,82,fr Ligue 1,GK,France,,,,25,25,51,61,20,54,10,24,10,55,16,35,78,67,68,69,78,48.0,1994
56,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,33,29,2520,18.0,0.64,81.5,14.0,48.3,2.0,1.0,1.0,0.0,1986,0,0,0.0,2.0,26.0,0.26,8.0,0.28,139,46.8,170,20.6,26.7,572,18.2,27.2,0.89,16.6,308,0.0,45,0.8045045045045045,86.5492957746479,47.16803795781281,48.97820163487739,61.03480780020247,55.84810874704492,K. Navas,K. Navas,Keylor Navas Gamboa,GK,87,Paris Saint-Germain,33,1986-12-15,185,80,fr Ligue 1,GK,Costa Rica,,,,37,19,56,74,39,75,13,32,16,68,25,67,90,81,75,82,90,53.0,1986
57,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,34,33,2970,42.0,1.27,66.7,9.0,27.3,3.0,1.0,1.0,1.0,1986,1,0,0.0,5.0,44.2,0.35,2.2,0.07,256,48.0,186,12.9,27.2,1131,20.5,28.8,3.18,23.6,349,1.4,50,0.4387387387387387,61.19718309859156,45.77916585218489,71.82561307901906,58.84813498990272,95.0,M. Neuer,M. Neuer,Manuel Peter Neuer,GK,89,FC Bayern München,34,1986-03-27,193,92,de Bundesliga,GK,Germany,,,,59,46,68,77,43,80,16,29,12,70,47,70,87,87,91,86,89,57.0,1986
58,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,27,38,3420,25.0,0.66,80.3,18.0,47.4,4.0,1.0,2.0,1.0,1993,0,0,0.0,5.0,33.1,0.25,11.1,0.29,539,37.5,293,63.5,45.9,710,49.7,39.1,0.71,15.7,513,2.7,80,1.0,85.46277665995977,68.81316084090062,54.61852861035422,75.98886217957252,52.031619385342786,J. Oblak,J. Oblak,Jan Oblak,GK,91,Atlético de Madrid,27,1993-01-07,188,87,es La Liga,GK,Slovenia,,,,40,30,59,78,41,78,12,34,11,65,11,68,87,92,78,90,90,52.0,1993
59,Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,26,31,2673,51.0,1.72,74.2,2.0,6.5,11.0,11.0,0.0,0.0,1994,0,1,0.0,4.0,49.2,0.25,0.2,0.01,454,43.8,246,65.0,48.8,737,39.9,35.5,0.54,13.4,442,5.4,45,0.3126126126126126,36.08651911468813,75.51498942654561,55.72207084468665,72.59114598590017,45.36347517730496,J. Omlin,J. Omlin,Jonas Omlin,GK,77,Montpellier Hérault SC,26,1994-01-10,189,80,fr Ligue 1,GK,Switzerland,,,,35,31,55,75,35,72,18,19,17,48,27,57,77,75,73,75,79,50.0,1994
60,Stefan Ortega,de GER,GK,Arminia,de Bundesliga,27,34,3060,52.0,1.53,72.4,11.0,32.4,6.0,5.0,1.0,0.0,1992,1,0,0.0,5.0,54.1,0.29,3.1,0.09,938,46.5,250,63.2,49.1,1698,45.9,38.6,1.29,16.8,525,3.2,50,0.4954954954954955,67.35412474849096,76.91303111616585,95.0,77.45166263845809,60.52600472813238,S. Ortega,S. Ortega,Stefan Ortega Moreno,GK,75,DSC Arminia Bielefeld,27,1992-11-06,185,88,de Bundesliga,GK,Germany,,,,53,39,60,73,32,73,12,29,10,56,24,60,72,70,80,75,78,52.0,1992
61,David Ospina,co COL,GK,Napoli,it Serie A,31,16,1440,12.0,0.75,78.6,8.0,50.0,3.0,3.0,0.0,0.0,1988,2,0,0.0,0.0,13.9,0.26,1.9,0.12,119,47.9,57,14.0,22.9,488,22.7,28.6,0.69,12.7,192,7.8,60,0.4198198198198198,88.6016096579477,43.01883674230981,45.54495912806539,58.08714823680723,45.48020094562648,D. Ospina,D. Ospina,David Ospina Ramírez,GK,79,Napoli,31,1988-08-31,183,80,it Serie A,GK,Colombia,,,,32,32,58,75,29,38,12,20,16,50,26,57,82,72,77,77,84,34.0,1988
62,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,32,34,3058,38.0,1.12,77.2,8.0,23.5,10.0,9.0,1.0,0.0,1988,3,1,0.0,4.0,38.4,0.23,1.4,0.04,526,39.4,286,69.2,51.2,752,43.6,38.4,1.38,16.1,536,7.3,45,0.38828828828828826,56.60965794768612,75.70705311605923,56.335149863760215,83.01072437299257,60.00443262411347,A. Oukidja,A. Oukidja,Alexandre Oukidja,GK,76,FC Metz,31,1988-07-19,184,80,fr Ligue 1,GK,Algeria,,,,26,13,49,67,35,70,19,26,11,31,24,56,76,71,65,76,81,46.0,1988
63,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,28,34,3060,57.0,1.68,66.2,6.0,17.6,6.0,4.0,2.0,0.0,1992,2,0,0.0,7.0,48.7,0.28,-5.3,-0.16,461,45.8,279,48.0,40.9,865,37.8,33.9,0.88,14.4,567,3.0,50,0.16272189349112426,49.486921529175056,65.62107938087539,60.95367847411444,76.88297687631257,51.09338061465721,J. Pavlenka,J. Pavlenka,Jiří Pavlenka,GK,82,SV Werder Bremen,28,1992-04-14,196,81,de Bundesliga,GK,Czech Republic,,,,17,19,51,36,20,68,17,22,14,25,18,39,84,76,68,76,87,36.0,1992
64,Mattia Perin,it ITA,GK,Genoa,it Serie A,27,32,2879,44.0,1.38,76.6,8.0,25.0,7.0,7.0,0.0,0.0,1992,1,1,0.0,5.0,47.5,0.27,5.5,0.17,554,33.8,275,49.5,38.4,882,47.4,37.1,0.56,12.6,540,3.5,60,0.6468468468468468,58.420523138833005,56.43905603042312,61.64850136239782,79.11271700093721,43.88593380614657,M. Perin,M. Perin,Mattia Perin,GK,82,Genoa,27,1992-11-10,188,77,it Serie A,GK,Italy,,,,31,23,53,75,30,52,17,25,12,44,21,65,82,82,71,79,87,56.0,1992
65,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,26,31,2742,39.0,1.28,71.1,10.0,32.3,3.0,2.0,0.0,1.0,1994,1,0,1.0,5.0,37.9,0.28,-0.1,0.0,590,39.0,198,70.2,52.4,951,47.4,37.8,1.02,13.3,468,4.3,100,0.10118343195266273,67.23340040241449,76.6258596484993,64.46866485013624,63.706761683998636,50.25856973995272,J. Pickford,J. Pickford,Jordan Pickford,GK,81,Everton,26,1994-03-07,185,77,eng Premier League,GK,England,,,,56,40,65,77,45,70,13,42,18,68,45,64,81,77,87,77,85,48.0,1994
66,Nick Pope,eng ENG,GK,Burnley,eng Premier League,28,32,2880,37.0,1.16,77.2,11.0,34.4,3.0,3.0,0.0,0.0,1992,1,0,0.0,4.0,40.2,0.25,4.2,0.13,699,36.3,251,84.9,58.9,724,67.1,46.3,2.28,18.1,523,6.1,100,0.5648648648648649,69.76861167002014,84.30691450606864,55.19073569482289,81.08683796101785,73.80466903073285,N. Pope,N. Pope,Nick Pope,GK,82,Burnley,28,1992-04-19,200,76,eng Premier League,GK,England,,,,35,24,56,72,37,73,15,36,13,43,22,62,79,81,75,83,84,48.0,1992
67,Anthony Racioppi,ch SUI,GK,Dijon,fr Ligue 1,21,21,1890,33.0,1.57,67.7,3.0,14.3,4.0,3.0,1.0,0.0,1998,0,0,0.0,4.0,33.3,0.33,0.3,0.02,297,32.7,177,67.8,48.1,472,37.5,33.9,0.62,11.5,330,2.1,45,0.3189189189189189,45.503018108651915,68.63268352495871,44.89100817438692,59.64247448822374,42.200059101654844,A. Racioppi,A. Racioppi,Anthony Racioppi,GK,64,Olympique Lyonnais,21,1998-12-31,186,80,fr Ligue 1,RES,Switzerland,,,,24,15,47,46,20,40,6,24,6,32,19,43,63,64,62,60,66,29.0,1998
68,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,24,37,3285,49.0,1.34,72.2,10.0,27.0,7.0,4.0,2.0,1.0,1995,2,0,0.0,7.0,49.9,0.28,1.9,0.05,640,30.0,340,58.2,46.6,1106,40.0,36.7,0.93,14.5,574,1.9,45,0.4198198198198198,60.83501006036218,62.62980470207738,70.80381471389646,77.01926388096122,51.83658392434988,P. Rajković,P. Rajković,Predrag Rajković,GK,79,Stade de Reims,24,1995-10-31,191,85,fr Ligue 1,GK,Serbia,,,,25,18,56,35,26,66,10,25,4,42,20,32,78,77,74,79,81,23.0,1995
69,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,22,38,3420,63.0,1.66,70.9,5.0,13.2,4.0,3.0,0.0,1.0,1998,1,0,0.0,8.0,54.3,0.26,-5.7,-0.15,817,32.2,281,91.8,64.5,866,64.5,45.5,0.89,12.8,578,5.7,100,0.16745562130177516,44.17505030181087,87.85966626979192,60.99455040871935,77.03692175374142,47.819148936170215,A. Ramsdale,A. Ramsdale,Aaron Ramsdale,GK,75,Sheffield United,22,1998-05-14,188,77,eng Premier League,GK,England,,,,33,28,52,66,35,59,15,35,11,47,25,55,76,73,69,73,77,49.0,1998
70,Baptiste Reynet,fr FRA,GK,Nîmes,fr Ligue 1,29,38,3420,71.0,1.87,66.8,8.0,21.1,10.0,6.0,3.0,1.0,1990,3,0,1.0,7.0,64.1,0.29,-6.9,-0.18,731,34.7,304,66.1,47.1,1287,41.2,36.1,1.08,16.1,600,2.8,45,0.18165680473372783,53.71227364185112,68.67881577310612,78.2016348773842,71.50722285212385,56.81294326241135,B. Reynet,B. Reynet,Baptiste Reynet,GK,75,Nîmes Olympique,29,1990-10-28,185,90,fr Ligue 1,GK,France,,,,32,21,56,62,34,68,15,36,12,35,19,62,74,72,74,75,77,45.0,1990
71,Roberto,es ESP,GK,Valladolid,es La Liga,34,13,1170,17.0,1.31,67.4,1.0,7.7,3.0,2.0,0.0,1.0,1986,0,1,0.0,2.0,15.0,0.3,-2.0,-0.15,288,29.9,114,83.3,58.9,299,64.5,46.8,0.77,13.9,201,0.5,80,0.12366863905325445,37.53521126760563,79.56773230501307,37.82016348773842,50.54613180132064,48.866725768321515,Roberto,Roberto,Roberto Jiménez Gago,GK,75,Real Valladolid CF,34,1986-02-10,192,96,es La Liga,SUB,Spain,,,,37,28,55,74,32,79,11,31,17,47,19,57,78,67,73,73,79,47.0,1986
72,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,28,11,990,19.0,1.73,55.9,2.0,18.2,4.0,4.0,0.0,0.0,1992,1,0,0.0,3.0,12.6,0.26,-5.4,-0.49,111,37.8,56,37.5,32.7,355,25.4,28.8,0.36,10.6,136,4.4,100,0.163905325443787,50.21126760563381,51.07093988235923,40.10899182561308,43.68546389121754,37.53250591016548,M. Ryan,M. Ryan,Mathew David Ryan,GK,80,Brighton & Hove Albion,28,1992-04-08,184,82,eng Premier League,GK,Australia,,,,45,24,62,78,34,65,18,36,10,68,25,64,81,75,82,78,82,52.0,1992
73,Frederik Rønnow,dk DEN,GK,Schalke 04,de Bundesliga,27,11,945,24.0,2.29,70.1,1.0,10.0,4.0,4.0,0.0,0.0,1992,0,0,0.0,5.0,21.6,0.27,-0.4,-0.04,117,37.6,95,46.3,38.7,280,26.1,29.9,1.24,14.2,132,6.1,50,0.10473372781065089,40.311871227364186,58.10038562010201,37.043596730245234,39.475795977614496,54.500591016548455,F. Rønnow,F. Rønnow,Frederik Riis Rønnow,GK,76,Eintracht Frankfurt,27,1992-08-04,190,80,de Bundesliga,SUB,Denmark,,,,30,12,50,63,32,67,13,17,14,48,17,31,77,72,67,76,78,46.0,1992
74,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,36,15,1350,14.0,0.93,74.1,5.0,33.3,0.0,0.0,0.0,0.0,1984,2,0,0.0,4.0,12.9,0.25,-1.1,-0.08,198,38.4,122,60.7,47.9,425,29.2,30.6,2.6,20.8,169,1.8,45,0.11301775147928995,68.44064386317908,69.90569189486965,42.9700272479564,43.31826413554259,82.91371158392435,R. Salin,R. Salin,Romain Jules Salin,GK,72,Stade Rennais FC,35,1984-07-29,189,76,fr Ligue 1,SUB,France,,,,23,13,51,68,38,67,13,45,16,59,11,60,76,64,68,72,75,31.0,1984
75,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,38,3420,50.0,1.32,66.2,11.0,28.9,4.0,4.0,0.0,0.0,1986,0,0,0.0,9.0,42.2,0.29,-5.8,-0.15,425,37.4,210,43.8,37.9,1038,32.1,33.2,0.5,13.6,484,4.1,100,0.1686390532544379,63.1287726358149,56.577310610772486,68.02452316076295,64.43000404925881,45.360520094562645,K. Schmeichel,K. Schmeichel,Kasper Peter Schmeichel,GK,84,Leicester City,33,1986-11-05,189,89,eng Premier League,GK,Denmark,,,,46,40,62,60,34,64,14,35,13,59,26,67,82,77,83,79,89,54.0,1986
76,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28,26,2340,39.0,1.5,69.4,8.0,30.8,6.0,6.0,0.0,0.0,1992,0,0,1.0,2.0,38.9,0.31,-0.1,0.0,288,43.8,220,50.9,42.9,696,25.3,31.2,0.73,14.5,373,2.7,50,0.10118343195266273,65.42253521126761,66.68069944733709,54.04632152588556,60.36703160719662,49.7089243498818,A. Schwolow,A. Schwolow,Alexander Schwolow,GK,79,Hertha BSC,28,1992-06-02,190,84,de Bundesliga,GK,Germany,,,,23,22,53,72,31,67,15,26,10,34,22,32,78,76,71,78,81,37.0,1992
77,Luigi Sepe,it ITA,GK,Parma,it Serie A,29,36,3240,76.0,2.11,59.1,5.0,13.9,2.0,2.0,0.0,0.0,1991,0,0,0.0,8.0,56.8,0.31,-16.2,-0.45,554,53.8,274,40.1,36.5,1165,38.1,34.4,0.67,13.9,619,2.6,60,0.2917159763313609,45.02012072434608,65.15925932507596,73.21525885558583,79.55747809542706,47.80289598108747,L. Sepe,L. Sepe,Luigi Sepe,GK,77,Parma,29,1991-05-08,185,75,it Serie A,GK,Italy,,,,31,22,53,57,27,68,19,12,10,43,17,63,79,75,71,75,80,47.0,1991
78,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,29,34,3060,42.0,1.24,72.5,7.0,20.6,7.0,6.0,0.0,1.0,1991,1,0,1.0,6.0,37.9,0.25,-2.1,-0.06,710,28.5,275,89.8,58.2,720,64.3,43.4,0.65,12.7,456,2.0,60,0.12485207100591716,53.10865191146882,80.28786451761947,55.02724795640327,58.97466177428142,45.05466903073286,M. Silvestri,M. Silvestri,Marco Silvestri,GK,77,Hellas Verona,29,1991-03-02,191,80,it Serie A,GK,Italy,,,,20,20,49,74,34,60,16,31,14,49,16,50,79,75,65,77,79,60.0,1991
79,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,33,32,2880,62.0,1.94,59.7,7.0,21.9,9.0,8.0,0.0,1.0,1987,0,0,1.0,6.0,50.4,0.32,-11.6,-0.36,418,40.2,271,50.6,37.9,734,38.3,33.6,0.66,14.6,486,2.3,60,0.23727810650887576,54.678068410462785,60.658273061681456,55.59945504087193,62.14220476589089,49.17553191489361,S. Sirigu,S. Sirigu,Salvatore Sirigu,GK,84,Torino F.C.,33,1987-01-12,192,80,it Serie A,GK,Italy,,,,28,18,57,68,34,66,14,34,10,55,19,62,84,80,76,84,82,51.0,1987
80,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,29,28,2520,46.0,1.64,72.1,4.0,14.3,7.0,5.0,2.0,0.0,1991,1,0,1.0,8.0,47.4,0.29,2.4,0.09,257,35.8,231,24.2,23.4,724,27.8,30.2,0.75,12.6,443,5.2,60,0.45135135135135135,45.503018108651915,38.76670872354415,55.19073569482289,54.63392934994407,45.90721040189125,Ł. Skorupski,Ł. Skorupski,Łukasz Skorupski,GK,76,Bologna,29,1991-05-05,187,84,it Serie A,GK,Poland,,,,26,23,41,66,31,58,15,33,13,32,22,58,80,75,54,75,81,51.0,1991
81,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,31,31,2712,50.0,1.66,66.7,6.0,19.4,6.0,6.0,0.0,0.0,1988,1,1,0.0,5.0,40.2,0.26,-9.8,-0.33,298,40.3,212,25.9,28.6,1026,23.7,28.7,1.0,16.5,397,1.8,50,0.21597633136094677,51.65995975855131,45.98445080233861,67.53405994550408,63.87498624758486,56.80703309692671,Y. Sommer,Y. Sommer,Yann Sommer,GK,86,Borussia Mönchengladbach,31,1988-12-17,183,79,de Bundesliga,GK,Switzerland,,,,31,25,64,73,45,68,12,38,15,64,24,57,80,86,85,87,85,51.0,1988
82,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,28,15,1261,21.0,1.5,57.4,2.0,15.4,2.0,1.0,1.0,0.0,1992,0,0,0.0,2.0,17.3,0.33,-3.7,-0.26,91,44.0,57,59.6,43.6,318,17.9,28.3,1.93,16.3,143,5.6,60,0.1437869822485207,46.83098591549296,70.17317363566897,38.596730245231605,47.34865990227911,66.278073286052,M. Sportiello,M. Sportiello,Marco Sportiello,GK,76,Atalanta,28,1992-05-10,192,87,it Serie A,SUB,Italy,,,,19,22,51,68,37,66,17,23,18,44,21,59,76,74,68,76,78,43.0,1992
83,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,30,30,2677,32.0,1.08,71.4,5.0,16.7,6.0,4.0,2.0,0.0,1990,0,0,0.0,4.0,29.8,0.25,-0.2,-0.01,149,51.0,179,10.6,22.0,836,15.6,26.5,1.24,16.2,399,3.0,60,0.10236686390532546,48.400402414486926,43.300605974446015,59.76839237057221,67.03601938226967,58.72635933806146,W. Szczęsny,W. Szczęsny,Wojciech Tomasz Szczęsny,GK,87,Juventus,30,1990-04-18,195,90,it Serie A,GK,Poland,,,,36,22,55,71,45,65,14,40,14,48,18,65,86,82,73,87,88,49.0,1990
